title,rouge1,rouge2,rougeL
"To amend title 18 of the United States Code to require HIV testing of Federal prisoners about to be released, to direct the Attorney General of the United States and the Secretary of Health and Human Services to provide HIV/AIDS treatment for recently released Federal prisoners, and for other purposes.",0.44196428571428575,0.1928251121076233,0.2142857142857143
"To assess the impact of the North American Free Trade Agreement and the entry of the People's Republic of China into the World Trade Organization on American jobs, the environment, and worker rights.",0.3409090909090909,0.045627376425855515,0.196969696969697
A bill to provide the citizens of the United States and Congress with a report on coordinated actions by Federal agencies to prevent the introduction of foot and mouth disease and bovine spongiform encephalopathy into the United States and other information to assess the economic and public health impacts associated with the potential threats presented by those diseases.,0.11677852348993287,0.05510752688172043,0.07919463087248324
Department of Veterans Affairs Information Security Protection Act,0.44705882352941173,0.19858156028368795,0.2823529411764706
"To require financial literacy and economic education counseling for student borrowers, and for other purposes.",0.3887147335423198,0.031545741324921134,0.16927899686520376
"A bill to amend title XVIII of the Social Security Act to improve procedures under part B of the medicare program relating to durable medical equipment, and for other purposes.",0.4586776859504132,0.15352697095435686,0.19421487603305784
Fusion Energy Research Authorization Act of 1994,0.4150156412930135,0.13375130616509925,0.20020855057351408
"Native American Agricultural Research, Development and Export Enhancement Act of 2000",0.45557350565428106,0.1685575364667747,0.24878836833602586
"A bill to amend the Education Sciences Reform Act of 2002 to require the Statistics Commissioner to collect information from coeducational secondary schools on such schools' athletic programs, and for other purposes.",0.5368731563421829,0.27893175074183973,0.33628318584070793
Venezuelan Refugee Assistance Act,0.3253968253968254,0.1713147410358566,0.253968253968254
A bill to amend the Elementary and Secondary Education Act of 1965 regarding elementary school and secondary school counseling.,0.0704070407040704,0.028665931642778388,0.052805280528052806
"To amend title 38, United States Code, to improve the disability compensation evaluation procedure of the Secretary of Veterans Affairs for veterans with post-traumatic stress disorder, to improve the diagnosis and treatment of post-traumatic stress disorder by the Secretary of Veterans Affairs, and for other purposes.",0.5142857142857143,0.2105263157894737,0.2523809523809524
A bill to amend title XVIII of the Social Security Act to provide for special treatment for certain drugs and biologicals under the prospective payment system for hospital outpatient department services under the medicare program.,0.35413153456998314,0.23011844331641287,0.26306913996627324
Generating American Income and Infrastructure Now Act,0.2912621359223301,0.0977198697068404,0.16828478964401294
To establish a competitive grant program for youth summer job placement.,0.4968553459119497,0.32278481012658233,0.38993710691823896
Freedom from Equifax Exploitation Act,0.4495677233429395,0.17341040462427748,0.21613832853025935
To amend title XVIII of the Social Security Act to provide for coverage of pharmacist services under part B of the Medicare Program.,0.13389121338912133,0.08823529411764706,0.1213389121338912
A bill to establish background check procedures for gun shows.,0.3074626865671642,0.09880239520958084,0.1492537313432836
"To amend title 38, United States Code, to establish a presumption of service connection for certain veterans with tinnitus or hearing loss, and for other purposes.",0.5289855072463768,0.2116788321167883,0.2826086956521739
To amend the Internal Revenue Code of 1986 to terminate the tax subsidies for large producers of ethanol used as a fuel.,0.32367149758454106,0.06796116504854369,0.1642512077294686
Coal Cleanup Taxpayer Protection Act,0.29398663697104677,0.08501118568232661,0.14253897550111358
A bill to require the Secretary of the Treasury to mint coins in commemoration of the semicentennial of the enactment of the Civil Rights Act of 1964.,0.1581920903954802,0.0906515580736544,0.10734463276836159
Pension Plan Participant Protection Act of 1998,0.572139303482587,0.199501246882793,0.25621890547263676
"To direct the Secretary of Education to carry out a grant program to fund pilot projects to explore how the camp experience promotes physical activity and healthy lifestyles among children and youth, reduces summer learning loss, and promotes academic achievement.",0.25458996328029376,0.08834355828220859,0.12729498164014688
To require the withholding of United States contributions to the United Nations until the President certifies that the United Nations is cooperating in the investigation of the United Nations Oil-for-Food Program.,0.12987012987012986,0.06521739130434782,0.1168831168831169
To reform the program of block grants to States for temporary assistance for needy families.,0.2736842105263158,0.08033826638477802,0.16
NSA Internal Watchdog Act,0.4570502431118314,0.16910569105691056,0.2463533225283631
"Medicare Ambulance Access, Fraud Prevention, and Reform Act of 2014",0.40217391304347827,0.19636363636363638,0.2210144927536232
To amend the Internal Revenue Code of 1986 to exclude certain severance payments from gross income and to allow a refundable credit for job training expenses of older long-time employees who are laid off.,0.1520912547528517,0.03065134099616858,0.10646387832699619
"To designate Poland as a program country under the visa waiver program established under section 217 of the Immigration and Nationality Act, subject to special conditions.",0.3563025210084034,0.16863406408094433,0.22184873949579834
Film Disclosure Act of 1993,0.15711252653927812,0.04042553191489361,0.09978768577494693
"A bill to amend the Public Health Service Act to reauthorize the Community Health Centers program, the National Health Service Corps, and rural health care programs.",0.5415730337078651,0.22297297297297297,0.2471910112359551
SAFE Bridges Act of 2013,0.3310344827586207,0.0625,0.1793103448275862
"A bill to amend the Foreign Assistance Act of 1961 to require recipients of United States foreign assistance to certify that the assistance will not be used to intentionally traffic in goods or services that contain counterfeit marks or for other purposes that promote the improper use of intellectual property, and for other purposes.",0.35348837209302325,0.1635514018691589,0.2232558139534884
Restricted Weapons Act of 1993,0.2809611829944547,0.11502782931354359,0.15157116451016636
To achieve greater national energy independence by terminating longstanding moratoriums on the domestic production of offshore oil and natural gas and to authorize States to petition for authorization to conduct offshore oil and natural gas exploration and extraction in the coastal zone of their State.,0.49512670565302147,0.19960861056751467,0.24951267056530216
Apprenticeship and Jobs Training Act of 2014,0.45318352059925093,0.13157894736842105,0.20973782771535582
"A bill to amend the Internal Revenue Code of 1986 to suspend the minimum required pension distribution rules for 2008, 2009, and 2010.",0.15109343936381708,0.043912175648702596,0.09542743538767397
