title,rouge1,rouge2,rougeL
"An act to amend Sections 1785.16.2 and 1788.18 of the Civil Code, relating to debt collection.",0.39416058394160586,0.23960880195599019,0.19464720194647203
"An act to add Chapter 4.8 (commencing with Section 1080) to Part 3 of Division 2 of the Labor Code, relating to employment.",0.3097949886104784,0.059496567505720827,0.16400911161731208
"An act to
amend Section 8169 of
add Section 8924.7 to, and to add Chapter 1.5 (commencing with Section 8050) to Division 1 of Title 2 of,
the Government Code, relating to state
property.
government.",0.37357630979498857,0.14645308924485126,0.21412300683371296
"An act to add and repeal Part 54.7 (commencing with Section 88900) of Division 7 of Title 3 of the Education Code, relating to community colleges.",0.24060150375939848,0.03526448362720403,0.16040100250626568
"An act to add Chapter 6.8 (commencing with Section 30066) to Division 3 of Title 3 of the Government Code, relating to public safety, and making an appropriation therefor.",0.2777777777777778,0.09345794392523364,0.16666666666666666
"An act to add Section 66025.93 to the Education Code, and to amend Sections 18904.3 and 18995 of the Welfare and Institutions Code, relating to food assistance.",0.3157894736842105,0.16319999999999998,0.19776714513556617
"An act to add Section 4119.8 to the Business and Professions Code, and to add Section 49414.3 to the Education Code, relating to pupils.",0.2630992196209587,0.1899441340782123,0.2185061315496098
"An act to add
and repeal Section 21080.06 of
Section 21168.11 to
the Public Resources Code, relating to environmental quality, and declaring the urgency thereof, to take effect immediately.",0.22374429223744297,0.08256880733944955,0.136986301369863
"An act to amend Section 2079.13 of the Civil Code, relating to real property transactions.",0.22857142857142856,0.01646090534979424,0.14693877551020407
"An act to amend Sections 21628 and 21642.5 of, to add Section 21627.5 to, to repeal Sections 21628.1 and 21633 of, and to repeal and add Section 21630 of, the Business and Professions Code, relating to secondhand goods, and declaring the urgency thereof, to take effect immediately.",0.44656488549618323,0.10344827586206896,0.20229007633587787
"An act to add and repeal Article 7 (commencing with Section 13967) to Chapter 5 of Part 4 of Division 3 of Title 2 of the Government Code, relating to crime victims.",0.3444227005870841,0.08644400785854617,0.16046966731898238
"An act to add Section 39668.5 to, and to add Article 11.3 (commencing with Section 25240) to Chapter 6.5 of Division 20 of, the Health and Safety Code, relating to hydrogen fluoride, and declaring the urgency thereof, to take effect immediately.",0.1830663615560641,0.0367816091954023,0.10526315789473684
"An act to amend Section 127660 of the Health and Safety Code, relating to health care coverage.",0.4342857142857143,0.24712643678160917,0.32
"An act to amend Section 222.5 of, and to amend, repeal, and add Section 223 of, the Code of Civil Procedure, relating to jurors.",0.4166666666666667,0.281437125748503,0.30357142857142855
"An act to amend Section 18930 of the Welfare and Institutions Code, relating to public social services.",0.3551401869158879,0.10031347962382445,0.1557632398753894
"An act to
amend Section 653.23 of the Penal Code, and to amend Section 602 of the Welfare and Institutions Code, relating to prostitution.
add Article 7.5 (commencing with Section 48317) to Chapter 2 of Part 27 of Division 4 of Title 2 of the Education Code, relating to school attendance.",0.2404092071611253,0.07197943444730076,0.1687979539641944
"An act to amend Section 2830 of the Public Utilities Code, relating to renewable energy.",0.35714285714285715,0.08633093525179857,0.19285714285714287
"An act to amend Sections 18601, 18633, 18633.5, and 23281 of the Revenue and Taxation Code, relating to taxation.",0.2611683848797251,0.12456747404844293,0.1993127147766323
"An act to amend Section 67386 of the Education Code, relating to student safety.",0.45045045045045046,0.28398791540785495,0.3303303303303303
"An act to amend, repeal, and add Sections 31013 and 31117 of, and to add and repeal Sections 31020 and 31115.5 of, the Corporations Code, relating to franchises.",0.7244444444444444,0.6071428571428571,0.6355555555555555
"An act to add Chapter 8 (commencing with Section 17660) to Part 10.5 of Division 1 of Title 1 of the Education Code, relating to school facilities.",0.3741721854304636,0.19601328903654486,0.26821192052980136
"An act to amend Section 19619 of the Business and Professions Code, relating to horse racing.",0.26829268292682923,0.11656441717791413,0.17682926829268292
"An act to add Article 11 (commencing with Section 9149.30) to Chapter 1.5 of Part 1 of Division 2 of Title 2 of the Government Code, relating to the Legislature.",0.3241379310344828,0.08333333333333333,0.1793103448275862
"An act to amend Sections 18897 and 18898 of the Revenue and Taxation Code, relating to taxation.",0.4883116883116883,0.2193211488250653,0.24415584415584415
"An act to add Chapter 1.6 (commencing with Section 71265) to Part 3 of Division 20 of the Water Code, relating to municipal water districts.",0.4157303370786517,0.1977401129943503,0.25280898876404495
"An act to amend Sections 104150 and 104161.1 of the Health and Safety Code, relating to health care programs.",0.30418250950570347,0.061302681992337155,0.17490494296577944
"An act to amend Sections 5100, 5105, and 5145 of the Civil Code, relating to common interest developments.",0.3776595744680851,0.1978609625668449,0.30851063829787234
"An act to amend Section 10083.2 of the Business and Professions Code, relating to real estate licensees, and making an appropriation therefor.",0.31802120141342755,0.10992907801418439,0.20141342756183744
"An act to amend Section 124260 of the Health and Safety Code, relating to minors.",0.33245382585751976,0.1326259946949602,0.1952506596306069
"An act to amend Sections 14557, 14601, 14603, and 14681 of, and to add Section 14604 to, the Food and Agricultural Code, relating to fertilizer.",0.3978349120433018,0.25780189959294436,0.3112313937753721
"An act to amend Sections 667.61 and 667.9 of the Penal Code, relating to sex offenses.",0.29308323563892147,0.12220916568742654,0.16412661195779601
"An act to add Part 7 (commencing with Section 101990) to Division 101 of the Health and Safety Code, relating to clinical trials.",0.2448979591836735,0.05761316872427984,0.1469387755102041
